LTE/5g Category,Time,Packet Loss Rate,Packet delay,IoT,LTE/5G,GBR,Non-GBR,AR/VR/Gaming,Healthcare,Industry 4.0,IoT Devices,Public Safety,Smart City & Home,Smart Transportation,Smartphone,slice Type
20,15,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
10,6,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
2,11,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
7,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
13,13,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
15,19,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,12,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
1,15,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
7,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
17,3,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
22,11,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
20,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
18,15,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
22,22,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
22,20,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
19,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
21,20,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
16,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
3,15,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
21,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
17,9,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
5,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
16,2,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
4,4,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,6,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
5,19,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
20,2,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
19,4,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
4,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
10,16,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
21,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
20,2,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
4,8,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
2,23,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
15,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
6,5,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
8,16,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
3,20,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
14,13,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
1,9,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
10,0,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
17,19,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
7,13,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
6,21,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
14,16,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
4,3,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
4,4,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
8,4,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
18,0,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
19,20,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
1,5,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
7,20,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
18,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
9,1,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
22,23,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
8,19,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
16,22,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
21,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
14,8,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
6,12,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
20,12,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
14,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
8,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
16,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,21,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
5,10,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
20,9,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
20,22,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
13,10,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
13,9,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
10,18,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
14,16,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
16,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
2,7,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
17,4,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
15,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
12,13,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
22,17,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
1,11,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
11,7,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,1,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
7,2,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
14,14,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
16,16,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
8,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
16,12,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
4,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
20,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
15,10,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
2,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
22,21,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
10,5,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
12,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
19,11,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
2,14,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
19,9,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
20,17,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
20,0,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
13,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
7,0,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
10,13,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
18,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
3,19,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
10,8,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
17,2,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
14,21,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,17,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
18,2,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
4,4,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
6,2,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
3,2,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
20,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
3,18,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
9,9,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
2,0,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,2,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
3,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
1,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
1,2,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
5,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
7,22,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
11,1,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
22,14,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
8,17,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
19,8,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
14,18,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
2,13,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
18,20,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
12,0,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
7,1,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
7,7,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
4,5,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
13,21,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
10,17,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
12,4,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
18,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
6,3,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
14,12,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
6,7,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
9,1,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
10,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
1,18,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
2,10,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
19,11,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
19,2,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
4,6,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
12,10,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
14,7,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
14,23,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
20,5,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
18,17,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
8,5,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
16,4,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
17,6,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,21,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
16,13,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
12,13,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,15,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
1,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
6,16,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
13,14,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
16,21,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
19,21,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
5,2,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
16,21,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
10,17,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
20,4,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
11,11,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
19,10,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
9,5,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
10,22,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
15,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
4,22,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
19,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
1,22,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
5,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
5,22,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
1,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
7,0,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
3,11,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
12,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
12,14,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
4,5,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
12,17,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
5,22,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
18,3,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
8,23,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
19,19,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
16,21,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
18,11,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
4,9,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
6,4,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
12,7,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
22,7,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
19,9,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,22,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
6,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
18,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
7,7,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
8,17,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,10,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
17,5,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
7,14,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
1,17,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
4,16,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
20,20,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
4,2,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
18,22,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
2,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
14,7,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
7,19,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
1,6,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
20,22,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
6,9,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
13,0,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
15,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,16,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
6,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
20,17,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
18,9,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
20,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
9,9,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
4,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
11,18,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
22,19,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
13,14,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
2,18,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,8,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
15,14,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
18,17,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
7,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
3,17,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
5,23,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
20,21,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
17,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
16,17,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
4,0,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
6,16,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
7,5,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
18,21,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
10,21,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
2,20,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
9,1,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
18,1,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
20,19,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
11,22,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
3,5,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
15,14,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
20,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
7,23,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
17,12,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
20,21,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
19,8,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
9,2,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
2,9,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
5,9,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
13,7,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
11,0,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
10,15,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
17,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
15,12,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
10,20,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
7,10,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
11,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
14,11,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
6,20,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
16,6,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,19,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
19,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
5,15,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
12,18,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,12,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
15,11,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
11,2,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
9,15,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
21,22,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
16,2,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
5,1,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
14,15,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
20,21,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
20,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
19,20,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,15,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
1,11,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
20,1,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
5,14,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
6,18,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
2,5,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
15,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
13,17,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
4,22,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
17,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
20,23,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
20,19,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
7,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
14,0,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
9,18,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
10,6,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
7,8,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
14,4,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
10,12,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
14,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
20,12,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
22,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
21,10,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
3,5,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
12,5,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
15,6,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
1,6,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
17,13,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
10,14,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
19,23,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
9,22,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
18,10,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
4,12,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
16,14,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
13,8,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
17,3,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
10,0,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
13,12,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
10,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
16,2,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
19,8,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
4,23,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
7,5,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
18,6,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
14,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
6,3,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
17,6,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
16,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
8,6,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
8,0,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
7,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
20,8,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
13,23,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
14,16,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
11,21,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
10,14,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
19,15,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
3,4,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
9,15,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
15,13,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
12,8,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
21,4,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,20,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
18,9,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
7,7,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
7,15,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
2,7,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
17,2,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
3,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
15,5,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
20,3,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
4,9,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
11,0,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
19,14,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
2,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,17,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
16,6,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
13,2,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
7,1,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
6,0,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
17,1,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
4,0,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
12,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
19,21,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
13,7,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
12,14,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
9,22,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
8,16,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
10,13,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
